vehicle_id,timestamp,t,x,y
ego_vehicle,1535730594.896682,1535730595.0,1233.4862238706214,1366.8337902047424
ego_vehicle,1535730595.396558,1535730595.5,1232.658719261401,1367.2928186054962
ego_vehicle,1535730595.896427,1535730596.0,1232.160679970289,1367.5750378450293
ego_vehicle,1535730596.398694,1535730596.5,1231.8482855521559,1367.7649317738355
ego_vehicle,1535730596.898398,1535730597.0,1231.6287289209752,1367.8931623846038
ego_vehicle,1535730597.398819,1535730597.5,1231.4740292676029,1367.9852793424575
ego_vehicle,1535730597.949567,1535730598.0,1231.2000928911616,1368.145117424383
ego_vehicle,1535730598.448884,1535730598.5,1230.8300686952468,1368.35999192293
ego_vehicle,1535730598.94876,1535730599.0,1230.2304055426973,1368.7239782033553
ego_vehicle,1535730599.44808,1535730599.5,1229.4375323916893,1369.2460037623991
ego_vehicle,1535730599.947967,1535730600.0,1228.4712226715656,1369.951191768445
ego_vehicle,1535730600.447847,1535730600.5,1227.4230816954494,1370.79323179131
ego_vehicle,1535730600.947156,1535730601.0,1226.448817438914,1371.6347542821711
ego_vehicle,1535730601.44704,1535730601.5,1225.5348278220404,1372.4292695043168
ego_vehicle,1535730601.947481,1535730602.0,1224.631506775407,1373.2103832392668
ego_vehicle,1535730602.447348,1535730602.5,1223.7676671384256,1373.9460860000963
ego_vehicle,1535730602.947216,1535730603.0,1222.9182167953677,1374.6658324710509
ego_vehicle,1535730603.396795,1535730603.5,1222.1744060504511,1375.2801649232742
ego_vehicle,1535730603.896118,1535730604.0,1221.3800920727313,1375.9326422111835
ego_vehicle,1535730604.446296,1535730604.5,1220.5227523473827,1376.611914264517
ego_vehicle,1535730604.899199,1535730605.0,1219.803395441515,1377.1612759999582
ego_vehicle,1535730605.447723,1535730605.5,1219.014149666929,1377.7419343428414
ego_vehicle,1535730605.948131,1535730606.0,1218.470429062966,1378.1419338122887
ego_vehicle,1535730606.398254,1535730606.5,1218.1213298791338,1378.3998991033782
ego_vehicle,1535730606.898133,1535730607.0,1217.8996965363062,1378.5602550154251
ego_vehicle,1535730607.398003,1535730607.5,1217.850797736622,1378.6021159837526
ego_vehicle,1535730607.897879,1535730608.0,1217.8670790470806,1378.5980459680898
ego_vehicle,1535730608.398312,1535730608.5,1217.8718232928863,1378.6006636233114
ego_vehicle,1535730608.898185,1535730609.0,1217.8741269552393,1378.6039310104873
ego_vehicle,1535730609.399014,1535730609.5,1217.8760217954423,1378.6066648169106
ego_vehicle,1535730609.897391,1535730610.0,1217.8775964810557,1378.6089591022146
ego_vehicle,1535730610.397837,1535730610.5,1217.878940408602,1378.6109028846154
