timestamp,x,y,total_dsi
1535730595.396558,1232.658719261401,1367.2928186054962,823676.396865305
1535730595.896427,1232.160679970289,1367.575037845029,821012.1602386412
1535730596.398694,1231.848285552156,1367.7649317738355,864907.9619983087
1535730596.898398,1231.6287289209752,1367.8931623846038,905346.9070199787
1535730597.398819,1231.4740292676029,1367.9852793424575,1001642.435649737
1535730597.949567,1231.2000928911616,1368.145117424383,1280285.8276835422
1535730598.448884,1230.8300686952468,1368.35999192293,1783893.6274144829
1535730598.94876,1230.230405542697,1368.7239782033553,1615413.6190465472
1535730599.44808,1229.4375323916893,1369.2460037623991,1256033.7454078998
1535730599.947967,1228.4712226715656,1369.951191768445,1195460.3595252368
1535730600.447847,1227.4230816954494,1370.79323179131,1325145.3758458053
1535730600.947156,1226.448817438914,1371.6347542821711,1381107.183229969
1535730601.44704,1225.5348278220404,1372.4292695043168,1290909.1112642821
1535730601.947481,1224.631506775407,1373.2103832392668,1342859.6720878796
1535730602.447348,1223.7676671384256,1373.9460860000963,1381120.1185374793
1535730602.947216,1222.9182167953677,1374.6658324710509,1423268.1488761173
1535730603.396795,1222.1744060504511,1375.2801649232742,1454945.835345202
1535730603.896118,1221.3800920727313,1375.9326422111835,1598903.9827479166
1535730604.446296,1220.5227523473827,1376.611914264517,1829618.0913992934
1535730604.899199,1219.803395441515,1377.1612759999582,1681081.4150639893
1535730605.447723,1219.014149666929,1377.7419343428414,1490101.3502905827
1535730605.948131,1218.470429062966,1378.1419338122887,1147468.23328469
1535730606.398254,1218.1213298791338,1378.3998991033782,933576.7936858536
1535730606.898133,1217.8996965363062,1378.5602550154251,667323.919988112
1535730607.398003,1217.850797736622,1378.6021159837526,498369.41498790245
1535730607.897879,1217.8670790470806,1378.5980459680898,450227.00201349304
1535730608.398312,1217.8718232928863,1378.6006636233114,432478.6874163142
1535730608.898185,1217.8741269552393,1378.6039310104873,418850.2550926553
1535730609.399014,1217.8760217954425,1378.6066648169106,438228.3242598353
1535730609.897391,1217.8775964810557,1378.6089591022146,404001.49859854113
1535730610.397837,1217.878940408602,1378.6109028846154,416725.36976650555
1535730610.897679,1217.8800897086498,1378.6125333178502,403344.63912036683
1535730611.397587,1217.8810651220138,1378.6139307210356,404203.2041718644
1535730611.897458,1217.881884569142,1378.6151357967078,375077.26159466716
1535730612.447072,1217.882634488436,1378.6162687265444,367830.1987406832
1535730613.046491,1217.8833331777928,1378.6172972631816,365376.0535220007
1535730613.446288,1217.8837678495534,1378.6178599215689,400059.89787460724
1535730613.946699,1217.8842043826205,1378.618497843418,403624.80116190383
