vehicle_id,timestamp,t,x,y,delta_x,delta_y,front_vehicle,stop_line_token,stop_line_need_stop,x_new,y_new,PET_origin,PET_MPC
ego_vehicle,1534867094.948369,1534867095.0,1352.4090853305788,1007.115335391304,0.0,0.0,0,,,1352.4090853305788,1007.115335391304,6.644220590606259,6.644220590606506
ego_vehicle,1534867095.448234,1534867095.5,1349.7691106022876,1009.3622171650544,0.0,0.0,0,,,1349.7875317893722,1009.383683094328,7.110501874446424,5.2072629413248395
ego_vehicle,1534867095.898347,1534867096.0,1347.4941639038911,1011.312475489161,0.0,0.0,0,,,1346.693345667279,1012.0609848821638,6.396954261265396,4.084886886470556
ego_vehicle,1534867096.397682,1534867096.5,1345.1483236670747,1013.3352521254868,0.0,0.0,0,,,1343.1265269642986,1015.1472407548112,6.398917919403273,3.4541643892148675
ego_vehicle,1534867096.898093,1534867097.0,1342.9933416270908,1015.2086990781884,0.0,0.0,0,,,1339.4233752708217,1018.3514612697896,6.025211852645785,3.0562222122358587
ego_vehicle,1534867097.397971,1534867097.5,1340.8763062593916,1017.036190577087,0.0,0.0,0,,,1335.84225047289,1021.4500957557714,7.429312035628076,2.736919220360243
ego_vehicle,1534867097.797758,1534867098.0,1339.303714527893,1018.3987101886966,0.0,0.0,0,,,1332.4958125429207,1024.345663087295,6.063861288395148,2.4109489014478096
ego_vehicle,1534867098.29765,1534867098.5,1337.5063437859192,1019.9570330725526,0.0,0.0,0,,,1329.388682103063,1027.0341651855597,5.987191659552457,2.08766691879225
ego_vehicle,1534867098.798104,1534867099.0,1335.8299187025818,1021.3996518967914,0.0,0.0,0,,,1326.542138450087,1029.4971897453458,5.842845924410615,1.7462442533800033
ego_vehicle,1534867099.297954,1534867099.5,1334.258969730762,1022.7601554406328,0.0,0.0,0,,,1323.9508412649857,1031.7393575764754,5.7784995959107714,1.3827336358528028
ego_vehicle,1534867099.798383,1534867100.0,1332.7967371288928,1024.0084681736917,0.0,0.0,0,,,1321.6117406671294,1033.7633076445893,5.919039873783547,0.9847923112083731
ego_vehicle,1534867100.298809,1534867100.5,1331.4931659710342,1025.123658989081,0.0,0.0,0,,,1319.5096665726078,1035.5821661454536,6.280721626195128,0.544359610351481
ego_vehicle,1534867100.798706,1534867101.0,1330.366265655785,1026.0847767832588,0.0,0.0,0,,,1317.6244603013113,1037.2133757499898,6.166103241658107,0.07749830428167508
ego_vehicle,1534867101.298564,1534867101.5,1329.3140347440542,1026.9923528328372,0.0,0.0,0,,,1315.9318134493926,1038.6779697543575,7.871789742246612,0.5044033121094458
ego_vehicle,1534867101.698403,1534867101.5,1328.5570362375383,1027.6472534171264,0.0,0.0,0,,,1314.415578669605,1039.9899199495053,7.529001138264325,1.104756276857807
ego_vehicle,1534867102.14846,1534867102.0,1327.816022432506,1028.2899777341026,0.0,0.0,0,,,1313.0435082391027,1041.177129274242,6.098872064362801,1.7577858106813042
ego_vehicle,1534867102.698674,1534867102.5,1326.9600890644574,1029.0301241646962,0.0,0.0,0,,,1311.793979425208,1042.2583071980607,6.410878924722242,2.551609867971772
ego_vehicle,1534867103.1991,1534867103.0,1326.22027769162,1029.67653532502,0.0,0.0,0,,,1310.6775784554827,1043.2242937917065,6.528146800153284,3.4869424894582615
ego_vehicle,1534867103.699549,1534867103.5,1325.553800996841,1030.257045853389,0.0,0.0,0,,,1309.6926063195033,1044.0765591553818,7.207622834618199,4.496543112307765
ego_vehicle,1534867104.199405,1534867104.0,1324.994278156007,1030.743429453713,0.0,0.0,0,,,1308.8219422607808,1044.8299173403914,8.617658555332376,5.610371630054658
ego_vehicle,1534867104.699299,1534867104.5,1324.5583150837654,1031.1242388921237,0.0,0.0,0,,,1308.0486719179444,1045.4990038108444,14.268538957154549,6.801850804595733
ego_vehicle,1534867105.199149,1534867105.0,1324.3125362701944,1031.3450733824898,0.0,0.0,0,,,1307.3557668124256,1046.0985527728672,32.55527298080251,7.9377913547102885
ego_vehicle,1534867105.699038,1534867105.5,1324.2123505447787,1031.442876428304,0.0,0.0,0,,,1306.7192085992365,1046.649346543825,446.4840941854036,8.892127814002
ego_vehicle,1534867106.19893,1534867106.0,1324.2140138718785,1031.4528113767242,0.0,0.0,0,,,1306.1159779684083,1047.171303007549,371.3952149980742,9.607577524602362
ego_vehicle,1534867106.698789,1534867106.5,1324.226139067746,1031.452664230987,0.0,0.0,0,,,1305.5269613878313,1047.6809605013193,712.1658586072249,10.175711160586415
ego_vehicle,1534867107.199135,1534867107.0,1324.2304246703704,1031.4573404181272,0.0,0.0,0,,,1304.9425639787935,1048.1866211714553,862.3823705917746,10.68125889052397
ego_vehicle,1534867107.699128,1534867107.5,1324.2337522024504,1031.4613993788744,0.0,0.0,0,,,1304.3591098648706,1048.6914656380416,1033.4578938845991,11.156305343149661
ego_vehicle,1534867108.198959,1534867108.0,1324.2365753066254,1031.4647591626465,0.0,0.0,0,,,1303.774965655061,1049.196907222861,1228.2401121931716,11.64140540072129
ego_vehicle,1534867108.698852,1534867108.5,1324.238956951844,1031.4675900129605,0.0,0.0,0,,,1303.1906383944647,1049.70250719576,1451.657090343337,12.137990885574872
ego_vehicle,1534867109.19863,1534867109.0,1324.2409697971152,1031.4699876589568,0.0,0.0,0,,,1302.6061891800084,1050.208212691493,1709.007026257815,12.637677069027518
ego_vehicle,1534867109.698045,1534867109.5,1324.2426801677416,1031.472023684002,0.0,0.0,0,,,1302.0217238402215,1050.713932139966,1999.726521542753,13.136121895150369
ego_vehicle,1534867110.197943,1534867110.0,1324.2441423307032,1031.4737635507036,0.0,0.0,0,,,1301.437209246234,1051.219694206548,2338.4986679271806,13.633448987266796
ego_vehicle,1534867110.697785,1534867110.5,1324.245393471941,1031.4752508780612,0.0,0.0,0,,,1300.8525991891206,1051.7255388743656,2723.2984174315443,14.133391790713766
ego_vehicle,1534867111.198773,1534867111.0,1324.2464684079166,1031.4765275307168,0.0,0.0,0,,,1300.267985067905,1052.2313870587225,3180.2211474552223,14.590716327221058
ego_vehicle,1534867111.6992,1534867111.5,1324.247387007897,1031.477622482843,0.0,0.0,0,,,1299.6816787942182,1052.7386994093124,4098.871881332073,15.019942369022028
ego_vehicle,1534867112.149316,1534867112.0,1324.248102186208,1031.4784735988046,0.0,0.0,0,,,1299.093183441444,1053.2479059010827,4271.325207332014,15.441111490570043
ego_vehicle,1534867112.649184,1534867112.5,1324.2487917001956,1031.479291038577,0.0,0.0,0,,,1298.5022254381477,1053.7592432467786,4984.585724334926,15.858459443296868
ego_vehicle,1534867113.149054,1534867113.0,1324.2493830755686,1031.4799940551632,0.0,0.0,0,,,1297.9087306788851,1054.272775567507,5809.663886476958,16.272542508191606
ego_vehicle,1534867113.648936,1534867113.5,1324.2498905811372,1031.480599622949,0.0,0.0,0,,,1297.312616409363,1054.7885744679518,,
bcfba51b0f5b4f16a10238b104e6ba6e,1534867094.948369,1534867095.0,1359.91,1043.627,17.814187746938874,-32.73757452942964,0,,,,,6.644220590606259,6.644220590606506
bcfba51b0f5b4f16a10238b104e6ba6e,1534867095.448234,1534867095.5,1359.91,1043.627,14.331628433035824,-32.73278541480565,0,,,,,7.110501874446424,5.2072629413248395
