vehicle_id,timestamp,t,x,y
ego_vehicle,1542193241.547892,1542193241.5,782.0185495587102,2591.9101675749953
ego_vehicle,1542193242.148428,1542193242.0,784.0520815953848,2587.526477715104
ego_vehicle,1542193242.64884,1542193242.5,785.6718066282533,2583.821580392542
ego_vehicle,1542193243.149296,1542193243.0,787.1420522629803,2580.190678645583
ego_vehicle,1542193243.648589,1542193243.5,788.4520914220707,2576.534651033481
ego_vehicle,1542193244.149025,1542193244.0,789.55901169809,2572.8846920286583
ego_vehicle,1542193244.698117,1542193244.5,790.5938343630223,2568.771307882048
ego_vehicle,1542193245.198532,1542193245.0,791.3255431148802,2564.9626098452172
ego_vehicle,1542193245.697854,1542193245.5,791.8556476912424,2561.263766629113
ego_vehicle,1542193246.147974,1542193246.0,792.15517247607,2558.085324354555
ego_vehicle,1542193246.64841,1542193246.5,792.35123800669,2554.4780567708985
ego_vehicle,1542193247.14887,1542193247.0,792.3875535313437,2550.888766566643
ego_vehicle,1542193247.698477,1542193247.5,792.2410795124695,2546.969086494853
ego_vehicle,1542193248.198346,1542193248.0,791.9470784895343,2543.4922377251555
ego_vehicle,1542193248.698253,1542193248.5,791.5512044903498,2540.205736303431
ego_vehicle,1542193249.147794,1542193249.0,791.1196540079218,2537.433578886497
ego_vehicle,1542193249.548141,1542193249.5,790.6843376248435,2535.0961609340025
ego_vehicle,1542193250.048001,1542193250.0,790.0975047200536,2532.413122619621
ego_vehicle,1542193250.547883,1542193250.5,789.4867553708391,2530.037488517674
ego_vehicle,1542193251.048312,1542193251.0,788.8697049081202,2527.866498889456
ego_vehicle,1542193251.447606,1542193251.5,788.3910596437877,2526.3037074378276
ego_vehicle,1542193251.947993,1542193252.0,787.8275720695488,2524.6225563805033
ego_vehicle,1542193252.447866,1542193252.5,787.3086395789419,2523.1706638866026
ego_vehicle,1542193252.947206,1542193253.0,786.8359808921314,2521.928059957051
ego_vehicle,1542193253.447056,1542193253.5,786.356757850079,2520.732939521336
ego_vehicle,1542193253.897766,1542193254.0,785.8473072781194,2519.556327722539
ego_vehicle,1542193254.397602,1542193254.5,785.209789034398,2518.1897291368277
