timestamp,x,y,total_dsi
1542194200.648112,787.3720481676567,2368.5255602264674,45143.810042377525
1542194201.148551,787.9618764945837,2370.818144445567,53063.79927761838
1542194201.648437,788.5361486881693,2373.0655444207077,58829.334168556714
1542194202.148286,789.0803704582338,2375.252567233229,66434.06053326889
1542194202.648736,789.5724127003541,2377.3173466070443,63098.61145777756
1542194203.148605,789.9868445726077,2379.235644344295,62477.078413235446
1542194203.647944,790.3483419769859,2381.015148208984,60765.143493319774
1542194204.147792,790.7023057544411,2382.897170953397,62605.340769409115
1542194204.647683,791.0085276621198,2384.7541486117443,54704.59321255308
1542194205.148094,791.2634316669987,2386.671664342877,52789.80468502287
1542194205.647972,791.469737035131,2388.58302710847,55929.85563393405
1542194206.147318,791.6206994596205,2390.5298223852387,59371.93276946146
1542194206.647185,791.73655256648,2392.4929459631903,62229.823601033786
1542194207.147612,791.8089014280031,2394.4571181948404,74257.63634385294
1542194207.697797,791.8218648899726,2396.650899952385,72460.4865858777
1542194208.197688,791.7768141597303,2398.751821792316,72480.23140766911
1542194208.698113,791.6757623142175,2400.739671409083,81829.26596124402
1542194209.198534,791.5428664843257,2402.702979028152,79051.50578458309
1542194209.698412,791.3864409229295,2404.609623024492,81750.96089104954
1542194210.19829,791.2181181598842,2406.289825507775,88004.05616672641
1542194210.698156,791.0470003517721,2407.754442836019,93615.73011710228
1542194211.198062,790.8438978762024,2409.2537858335177,96322.08129241366
1542194211.697966,790.5834334789497,2410.861750107586,93631.76111961792
1542194212.197804,790.2404903516151,2412.7376553470244,89029.23529746645
1542194212.697659,789.8212988259652,2414.765205560076,78547.9848036858
1542194213.198186,789.3024848557247,2416.9367669178528,71154.72245019997
1542194213.697967,788.6881003567587,2419.269176298564,50178.48656842943
1542194214.197843,787.9164148834216,2421.834896976787,52917.04548189156
1542194214.697718,786.9655461676803,2424.550548664761,35387.40248424932
1542194215.147859,785.9622669085456,2427.070093561116,39048.58819327414
1542194215.648264,784.7177029618717,2429.93764384823,48393.07967583154
1542194216.148148,783.3533894651468,2432.924811670053,58779.827991335245
1542194216.64806,781.9490150250615,2435.853031549316,62805.14756888396
1542194217.197678,780.3939282283955,2438.9180404474373,66759.5012588676
1542194217.697582,778.9539183581937,2441.6251865285,75413.39985583122
1542194218.197422,777.5847186638994,2444.1383642216174,138204.9352162162
1542194218.69785,776.2606783423553,2446.5397951770283,176259.56622513628
1542194219.19829,774.9885442714242,2448.8389018567614,245262.0559334871
