vehicle_id,timestamp,t,x,y
ego_vehicle,1534867094.948369,1534867095.0,1352.4090853305788,1007.115335391304
ego_vehicle,1534867095.448234,1534867095.5,1349.7691106022876,1009.3622171650545
ego_vehicle,1534867095.898347,1534867096.0,1347.4941639038911,1011.312475489161
ego_vehicle,1534867096.397682,1534867096.5,1345.1483236670747,1013.3352521254867
ego_vehicle,1534867096.898093,1534867097.0,1342.9933416270908,1015.2086990781884
ego_vehicle,1534867097.397971,1534867097.5,1340.8763062593916,1017.036190577087
ego_vehicle,1534867097.797758,1534867098.0,1339.303714527893,1018.3987101886966
ego_vehicle,1534867098.29765,1534867098.5,1337.5063437859192,1019.9570330725526
ego_vehicle,1534867098.798104,1534867099.0,1335.8299187025818,1021.3996518967914
ego_vehicle,1534867099.297954,1534867099.5,1334.2589697307621,1022.7601554406327
ego_vehicle,1534867099.798383,1534867100.0,1332.7967371288928,1024.0084681736917
ego_vehicle,1534867100.298809,1534867100.5,1331.4931659710342,1025.123658989081
ego_vehicle,1534867100.798706,1534867101.0,1330.3662656557847,1026.0847767832588
ego_vehicle,1534867101.298564,1534867101.5,1329.3140347440542,1026.9923528328372
ego_vehicle,1534867101.698403,1534867101.5,1328.5570362375383,1027.6472534171264
ego_vehicle,1534867102.14846,1534867102.0,1327.8160224325059,1028.2899777341026
ego_vehicle,1534867102.698674,1534867102.5,1326.9600890644574,1029.0301241646962
ego_vehicle,1534867103.1991,1534867103.0,1326.22027769162,1029.67653532502
ego_vehicle,1534867103.699549,1534867103.5,1325.553800996841,1030.257045853389
ego_vehicle,1534867104.199405,1534867104.0,1324.994278156007,1030.743429453713
ego_vehicle,1534867104.699299,1534867104.5,1324.5583150837654,1031.1242388921237
ego_vehicle,1534867105.199149,1534867105.0,1324.3125362701944,1031.3450733824898
ego_vehicle,1534867105.699038,1534867105.5,1324.2123505447787,1031.4428764283039
ego_vehicle,1534867106.19893,1534867106.0,1324.2140138718783,1031.4528113767242
ego_vehicle,1534867106.698789,1534867106.5,1324.2261390677459,1031.452664230987
ego_vehicle,1534867107.199135,1534867107.0,1324.2304246703704,1031.4573404181272
ego_vehicle,1534867107.699128,1534867107.5,1324.2337522024504,1031.4613993788744
ego_vehicle,1534867108.198959,1534867108.0,1324.2365753066254,1031.4647591626463
ego_vehicle,1534867108.698852,1534867108.5,1324.2389569518439,1031.4675900129605
ego_vehicle,1534867109.19863,1534867109.0,1324.2409697971152,1031.4699876589568
ego_vehicle,1534867109.698045,1534867109.5,1324.2426801677416,1031.4720236840021
ego_vehicle,1534867110.197943,1534867110.0,1324.2441423307032,1031.4737635507036
ego_vehicle,1534867110.697785,1534867110.5,1324.245393471941,1031.4752508780612
