x,y
423.9803478852296,1656.5082773011015
424.8292557844535,1658.2830756232913
426.103510860344,1660.94484535005
426.9491929416129,1662.7042900347344
427.78664077633437,1664.4507836560942
428.62396386829664,1666.1973371078464
429.87994850624005,1668.8171672854744
430.71727159820233,1670.5637207372265
431.5545946901646,1672.3102741889786
432.39198136507395,1674.056797148353
433.6527530729796,1676.6743258174106
434.50509496817597,1678.4213752652586
435.3693248140269,1680.16257630148
436.2365486584127,1681.9022910448814
437.1037725027985,1683.6420057882829
437.5373844249914,1684.5118631599835
437.97099634718427,1685.3817205316843
438.83822019157003,1687.1214352750858
439.27183211376297,1687.9912926467864
439.70544403595585,1688.8611500184873
440.5726678803416,1690.6008647618887
441.0062798025345,1691.4707221335893
441.43989172472743,1692.3405795052902
441.8735036469203,1693.2104368769908
442.3071155691132,1694.0802942486916
442.7407274913061,1694.9501516203923
443.17433941349896,1695.820008992093
443.60795133569184,1696.6898663637937
444.0415632578848,1697.5597237354946
444.90878710227054,1699.299438478896
445.3423990244634,1700.1692958505967
445.3423990244634,1700.1692958505967
445.7760109466563,1701.0391532222975
445.7760109466563,1701.0391532222975
445.7760109466563,1701.0391532222975
445.7760109466563,1701.0391532222975
445.7760109466563,1701.0391532222975
446.2096228688492,1701.9090105939981
446.62886307463947,1702.750037244064
