vehicle_id,timestamp,t,x,y
ego_vehicle,1535573589.898855,1535573590.0,423.7219394450076,1656.2114484442645
ego_vehicle,1535573590.399298,1535573590.5,424.8234656205277,1658.4567425759353
ego_vehicle,1535573590.899199,1535573591.0,425.85706650437737,1660.6350106575337
ego_vehicle,1535573591.449917,1535573591.5,426.8737610607211,1662.8524416525436
ego_vehicle,1535573591.950331,1535573592.0,427.7753969619141,1664.8533436267687
ego_vehicle,1535573592.399895,1535573592.5,428.57901475459266,1666.6593039405427
ego_vehicle,1535573592.900362,1535573593.0,429.45702343382436,1668.596796369659
ego_vehicle,1535573593.448854,1535573593.5,430.4269867857654,1670.6844983350459
ego_vehicle,1535573593.948173,1535573594.0,431.32925120683103,1672.5511548494442
ego_vehicle,1535573594.448606,1535573594.5,432.2637723430623,1674.4749225292505
ego_vehicle,1535573594.948483,1535573595.0,433.2365297735628,1676.5026210370559
ego_vehicle,1535573595.448354,1535573595.5,434.168600485908,1678.4898959412453
ego_vehicle,1535573595.898505,1535573596.0,434.95671269796276,1680.2118690005086
ego_vehicle,1535573596.448135,1535573596.5,435.79843811305614,1682.0522893102657
ego_vehicle,1535573596.948983,1535573597.0,436.492483134733,1683.5001318144155
ego_vehicle,1535573597.448959,1535573597.5,437.17071162553225,1684.8101789266416
ego_vehicle,1535573597.948847,1535573598.0,437.8008428032365,1685.9917273868323
ego_vehicle,1535573598.448718,1535573598.5,438.38365284507995,1687.074880900137
ego_vehicle,1535573598.950622,1535573599.0,438.98974933183376,1688.215979652515
ego_vehicle,1535573599.449028,1535573599.5,439.5610802288204,1689.3206709726226
ego_vehicle,1535573599.949474,1535573600.0,440.10674712036666,1690.4193687734005
ego_vehicle,1535573600.449386,1535573600.5,440.6040198322637,1691.4550050057883
ego_vehicle,1535573600.899439,1535573601.0,441.03218081582963,1692.379497549444
ego_vehicle,1535573601.399336,1535573601.5,441.48633703197174,1693.3840289067198
ego_vehicle,1535573601.898638,1535573602.0,441.90719165193696,1694.3143441627255
ego_vehicle,1535573602.448299,1535573602.5,442.3302972775143,1695.214996838476
ego_vehicle,1535573602.948183,1535573603.0,442.7315587749324,1696.0511954534845
ego_vehicle,1535573603.448049,1535573603.5,443.2103768982854,1697.0305233155862
ego_vehicle,1535573603.947909,1535573604.0,443.7340332941801,1698.0699958753614
ego_vehicle,1535573604.447786,1535573604.5,444.2532616858239,1699.0961043067448
ego_vehicle,1535573604.948219,1535573605.0,444.71442073928597,1700.00812239891
ego_vehicle,1535573605.448092,1535573605.5,445.057534932354,1700.6938217023826
ego_vehicle,1535573605.948552,1535573606.0,445.27752738287086,1701.1409568975125
ego_vehicle,1535573606.448407,1535573606.5,445.4027394567149,1701.3926043670256
ego_vehicle,1535573606.948863,1535573607.0,445.429493441814,1701.4422346123615
ego_vehicle,1535573607.448702,1535573607.5,445.4273195256312,1701.4328049023743
ego_vehicle,1535573607.949152,1535573608.0,445.5146030833396,1701.6038287376093
ego_vehicle,1535573608.449038,1535573608.5,445.7133748842996,1701.9808233859053
ego_vehicle,1535573608.949434,1535573609.0,446.05480919348497,1702.6144562968095
7823b3111e284b3e83835af444587808,1535573589.898855,1535573590.0,404.327,1620.272
7823b3111e284b3e83835af444587808,1535573590.399298,1535573590.5,406.489,1618.589
7823b3111e284b3e83835af444587808,1535573590.899199,1535573591.0,408.648,1616.907
7823b3111e284b3e83835af444587808,1535573591.449917,1535573591.5,411.027,1615.055
7823b3111e284b3e83835af444587808,1535573591.950331,1535573592.0,412.81,1613.857
7823b3111e284b3e83835af444587808,1535573592.399895,1535573592.5,414.41,1612.781
7823b3111e284b3e83835af444587808,1535573592.900362,1535573593.0,416.592,1611.308
7823b3111e284b3e83835af444587808,1535573593.448854,1535573593.5,418.982,1609.694
29f6c21852c14e7d8b33c6ab4a02467c,1535573589.898855,1535573590.0,430.143,1662.1
29f6c21852c14e7d8b33c6ab4a02467c,1535573590.399298,1535573590.5,430.143,1662.1
29f6c21852c14e7d8b33c6ab4a02467c,1535573590.899199,1535573591.0,430.143,1662.1
29f6c21852c14e7d8b33c6ab4a02467c,1535573591.449917,1535573591.5,430.198,1662.205
29f6c21852c14e7d8b33c6ab4a02467c,1535573591.950331,1535573592.0,430.277,1662.354
29f6c21852c14e7d8b33c6ab4a02467c,1535573592.399895,1535573592.5,430.291,1662.383
29f6c21852c14e7d8b33c6ab4a02467c,1535573592.900362,1535573593.0,430.306,1662.411
29f6c21852c14e7d8b33c6ab4a02467c,1535573593.448854,1535573593.5,430.282,1662.365
29f6c21852c14e7d8b33c6ab4a02467c,1535573593.948173,1535573594.0,430.232,1662.27
29f6c21852c14e7d8b33c6ab4a02467c,1535573594.448606,1535573594.5,430.212,1662.231
29f6c21852c14e7d8b33c6ab4a02467c,1535573594.948483,1535573595.0,430.191,1662.191
29f6c21852c14e7d8b33c6ab4a02467c,1535573595.448354,1535573595.5,430.182,1662.173
29f6c21852c14e7d8b33c6ab4a02467c,1535573595.898505,1535573596.0,430.173,1662.157
29f6c21852c14e7d8b33c6ab4a02467c,1535573596.448135,1535573596.5,430.163,1662.137
29f6c21852c14e7d8b33c6ab4a02467c,1535573596.948983,1535573597.0,430.153,1662.119
29f6c21852c14e7d8b33c6ab4a02467c,1535573597.448959,1535573597.5,430.109,1662.035
29f6c21852c14e7d8b33c6ab4a02467c,1535573597.948847,1535573598.0,430.183,1662.176
29f6c21852c14e7d8b33c6ab4a02467c,1535573598.448718,1535573598.5,430.257,1662.317
29f6c21852c14e7d8b33c6ab4a02467c,1535573598.950622,1535573599.0,430.331,1662.458
40813340cc9349949e9b08b624851d69,1535573589.898855,1535573590.0,415.935,1649.095
40813340cc9349949e9b08b624851d69,1535573590.399298,1535573590.5,415.883,1648.98
40813340cc9349949e9b08b624851d69,1535573590.899199,1535573591.0,415.831,1648.866
40813340cc9349949e9b08b624851d69,1535573591.449917,1535573591.5,415.774,1648.739
40813340cc9349949e9b08b624851d69,1535573591.950331,1535573592.0,415.79,1648.773
40813340cc9349949e9b08b624851d69,1535573592.399895,1535573592.5,415.803,1648.803
40813340cc9349949e9b08b624851d69,1535573592.900362,1535573593.0,415.751,1648.687
40813340cc9349949e9b08b624851d69,1535573593.448854,1535573593.5,415.624,1648.407
40813340cc9349949e9b08b624851d69,1535573593.948173,1535573594.0,415.509,1648.151
094c252911a84e61994badc63c70ef36,1535573589.898855,1535573590.0,451.181,1711.778
094c252911a84e61994badc63c70ef36,1535573590.399298,1535573590.5,451.197,1711.808
094c252911a84e61994badc63c70ef36,1535573590.899199,1535573591.0,451.212,1711.838
094c252911a84e61994badc63c70ef36,1535573591.449917,1535573591.5,451.229,1711.871
094c252911a84e61994badc63c70ef36,1535573591.950331,1535573592.0,451.245,1711.9
094c252911a84e61994badc63c70ef36,1535573592.399895,1535573592.5,451.258,1711.927
094c252911a84e61994badc63c70ef36,1535573592.900362,1535573593.0,451.274,1711.957
094c252911a84e61994badc63c70ef36,1535573593.448854,1535573593.5,451.291,1711.989
094c252911a84e61994badc63c70ef36,1535573593.948173,1535573594.0,451.306,1712.019
094c252911a84e61994badc63c70ef36,1535573594.448606,1535573594.5,451.322,1712.049
094c252911a84e61994badc63c70ef36,1535573594.948483,1535573595.0,451.337,1712.078
094c252911a84e61994badc63c70ef36,1535573595.448354,1535573595.5,451.352,1712.108
094c252911a84e61994badc63c70ef36,1535573595.898505,1535573596.0,451.366,1712.135
094c252911a84e61994badc63c70ef36,1535573596.448135,1535573596.5,451.328,1712.061
094c252911a84e61994badc63c70ef36,1535573596.948983,1535573597.0,451.293,1711.994
094c252911a84e61994badc63c70ef36,1535573597.448959,1535573597.5,451.3,1712.008
094c252911a84e61994badc63c70ef36,1535573597.948847,1535573598.0,451.308,1712.022
094c252911a84e61994badc63c70ef36,1535573598.448718,1535573598.5,451.315,1712.036
094c252911a84e61994badc63c70ef36,1535573598.950622,1535573599.0,451.322,1712.05
094c252911a84e61994badc63c70ef36,1535573599.449028,1535573599.5,451.33,1712.064
094c252911a84e61994badc63c70ef36,1535573599.949474,1535573600.0,451.315,1712.035
094c252911a84e61994badc63c70ef36,1535573600.449386,1535573600.5,451.3,1712.006
094c252911a84e61994badc63c70ef36,1535573600.899439,1535573601.0,451.286,1711.98
094c252911a84e61994badc63c70ef36,1535573601.399336,1535573601.5,451.271,1711.951
094c252911a84e61994badc63c70ef36,1535573601.898638,1535573602.0,451.276,1711.961
094c252911a84e61994badc63c70ef36,1535573602.448299,1535573602.5,451.273,1711.955
094c252911a84e61994badc63c70ef36,1535573602.948183,1535573603.0,451.242,1711.895
094c252911a84e61994badc63c70ef36,1535573603.448049,1535573603.5,451.244,1711.9
094c252911a84e61994badc63c70ef36,1535573603.947909,1535573604.0,451.247,1711.904
094c252911a84e61994badc63c70ef36,1535573604.447786,1535573604.5,451.249,1711.909
094c252911a84e61994badc63c70ef36,1535573604.948219,1535573605.0,451.286,1711.979
094c252911a84e61994badc63c70ef36,1535573605.448092,1535573605.5,451.322,1712.05
094c252911a84e61994badc63c70ef36,1535573605.948552,1535573606.0,451.317,1712.04
094c252911a84e61994badc63c70ef36,1535573606.448407,1535573606.5,451.353,1712.11
094c252911a84e61994badc63c70ef36,1535573606.948863,1535573607.0,451.389,1712.18
094c252911a84e61994badc63c70ef36,1535573607.448702,1535573607.5,451.372,1712.146
094c252911a84e61994badc63c70ef36,1535573607.949152,1535573608.0,451.289,1711.985
